track_id,artist_id
484,203
485,204
486,89
487,205
487,206
488,207
489,208
490,112
491,209
491,210
492,158
493,211
494,158
495,157
496,61
497,158
498,157
499,23
499,27
500,115
501,103
502,212
502,213
503,2
504,199
505,33
506,150
507,13
508,103
509,143
510,166
511,20
512,13
513,44
514,214
515,30
516,146
517,146
518,41
519,37
520,103
521,35
522,146
523,5
524,72
525,44
526,189
527,146
528,215
529,10
530,190
530,191
531,216
531,217
532,149
533,32
534,5
535,218
536,219
537,220
538,54
539,221
540,20
541,203
542,59
543,130
544,112
545,222
546,223
547,23
548,157
549,224
550,115
551,32
552,8
553,30
554,225
555,226
556,2
557,98
558,72
559,44
560,227
561,139
562,228
563,72
564,146
565,20
566,35
567,131
568,150
568,229
569,18
569,19
570,228
571,189
572,230
573,59
574,146
575,37
576,54
577,231
578,44
579,44
580,203
581,20
581,70
582,173
583,62
584,58
585,146
586,98
587,146
588,209
589,212
590,232
591,90
591,91
591,92
592,175
593,112
594,154
595,233
596,234
597,157
598,112
599,112
600,115
601,103
602,68
602,69
603,32
603,14
604,164
605,226
606,15
607,197
608,103
609,184
610,235
611,236
612,237
613,41
614,13
615,238
616,128
617,106
618,146
619,10
620,139
621,239
622,34
623,54
624,20
625,7
626,240
627,241
628,167
629,188
630,242
631,175
632,59
633,59
634,61
635,59
636,130
637,175
638,23
639,26
640,243
640,244
641,245
642,246
643,116
644,90
644,91
644,92
645,247
646,112
647,243
647,244
648,157
649,248
650,158
651,160
652,20
653,33
654,249
655,5
656,60
657,18
657,19
658,148
659,41
660,250
661,146
662,251
663,214
664,1
665,146
666,3
667,10
668,20
669,26
669,252
670,215
671,20
672,45
673,253
674,3
675,10
676,254
677,146
678,203
679,49
680,25
681,255
682,256
682,257
682,43
683,93
684,59
685,61
686,112
687,158
688,25
689,26
690,158
691,112
692,258
693,157
694,157
695,158
696,211
697,112
697,259
698,260
699,260
700,260
701,261
702,32
703,242
704,262
705,161
706,167
706,168
707,20
707,263
708,37
709,133
710,8
710,264
711,175
712,54
713,186
714,7
715,182
716,10
717,20
717,21
718,230
719,265
720,44
721,72
722,131
723,34
723,266
724,203
725,45
726,267
726,268
726,269
726,270
727,231
728,130
729,271
730,130
731,10
732,149
733,232
734,153
735,218
736,272
737,153
738,234
739,273
740,177
741,112
742,219
743,222
744,273
745,211
746,158
747,158
748,274
749,112
750,158
751,186
752,1
753,271
754,216
755,44
756,30
757,1
758,275
758,276
759,189
760,170
761,277
762,135
763,35
764,97
765,278
766,3
767,73
768,279
769,2
770,280
771,281
772,10
773,59
774,265
775,267
775,268
775,269
775,270
776,49
777,44
778,110
779,87
780,34
781,282
781,283
781,284
782,285
783,125
784,43
785,26
786,286
787,255
788,26
789,287
790,158
791,246
792,222
793,208
794,222
795,288
796,289
796,290
797,112
798,158
799,23
800,178
801,1
802,291
803,292
804,44
805,225
806,293
807,61
808,294
809,119
810,5
811,50
812,281
813,295
814,6
815,39
816,296
816,297
817,298
818,299
819,300
820,20
821,50
822,186
823,186
824,20
825,189
826,59
827,301
828,106
829,175
830,203
831,59
832,302
833,303
834,202
835,282
835,283
835,284
836,304
837,203
838,10
839,25
840,112
841,234
842,26
843,305
844,222
845,158
846,158
847,114
848,112
849,233
850,115
851,1
852,306
853,199
853,307
854,44
855,308
856,150
857,36
858,309
859,13
860,150
860,229
861,72
862,310
862,311
862,312
862,313
863,314
864,163
865,315
865,316
866,251
867,317
868,167
868,168
869,23
869,24
870,146
871,106
872,130
873,318
874,20
874,39
875,153
876,281
877,285
878,26
879,319
880,73
881,26
882,204
883,255
884,222
885,177
886,255
887,282
888,44
889,112
890,320
891,218
892,273
893,156
894,321
895,224
896,224
897,211
898,205
898,322
899,158
900,323
901,150
902,103
903,141
904,13
905,150
906,137
906,138
907,324
908,37
909,45
910,150
911,168
912,181
913,294
914,20
915,86
916,20
916,325
917,326
918,327
919,3
919,8
920,3
921,275
921,276
922,328
923,146
924,99
925,49
926,54
927,329
928,18
928,19
928,330
929,245
930,59
931,175
932,331
933,8
934,255
935,332
936,245
937,222
938,333
939,222
940,112
941,244
941,265
942,112
943,334
944,158
945,243
945,335
946,248
947,208
948,258
948,336
949,243
949,337
950,115
951,32
952,10
953,5
954,145
955,6
956,150
957,338
958,36
959,20
960,339
960,340
961,341
962,20
963,121
964,318
965,280
966,295
967,139
968,146
969,342
970,294
971,218
971,343
972,146
973,20
973,22
974,244
974,265
975,175
976,167
977,230
978,344
979,331
980,208
981,175
982,345
983,153
984,346
985,167
986,274
987,234
988,211
989,347
990,158
991,348
992,158
993,208
994,112
995,112
996,211
997,94
998,224
999,246
1000,158
1001,349
1001,350
1001,351
1002,352
1003,352
1004,352
1005,352
1006,352
1007,352
1007,353
1008,354
1009,355
1010,352
1011,352
1012,352
1013,352
1014,354
1014,356
1015,352
1016,352
1016,357
1016,358
1016,359
1016,360
1017,361
1017,362
1018,352
1019,352
1019,363
1019,364
1020,352
1021,354
1021,365
1022,354
1023,352
1024,352
1024,363
1024,366
1025,352
1026,352
1027,367
1028,352
1028,368
1029,352
1030,352
1031,367
1032,352
1033,352
1033,363
1034,369
1035,352
1036,352
1037,367
1038,352
1039,352
1040,354
1041,354
1042,352
1043,352
1044,352
1045,352
1046,352
1047,352
1048,352
1048,363
1049,352
1049,363
1050,370
1051,371
1052,372
1053,352
1054,354
1055,354
1056,373
1057,354
1057,374
1058,354
1058,375
1058,376
1059,361
1060,352
1061,354
1061,377
1061,378
1061,379
1062,354
1063,355
1064,369
1065,380
1066,361
1066,381
1067,352
1068,354
1069,352
1070,382
1071,354
1071,383
1072,380
1073,354
1073,384
1074,352
1074,363
1075,352
1076,354
1076,385
1077,386
1078,369
1078,387
1079,367
1080,352
1081,352
1082,352
1082,363
1083,354
1083,388
1084,354
1084,356
1085,355
1086,354
1087,367
1088,389
1089,389
1090,390
1091,352
1091,363
1092,352
1092,363
1093,389
1094,352
1094,363
1095,389
1096,352
1096,363
1097,370
1098,390
1099,389
1100,391
1101,392
1102,393
1103,394
1103,395
1104,352
1105,354
1105,374
1105,396
1106,361
1107,380
1107,397
1108,398
1109,380
1110,392
1111,399
1111,400
1112,401
1112,402
1113,354
1113,403
1114,361
1115,404
1116,352
1117,380
1118,405
1119,361
1120,354
1121,354
1122,361
1123,355
1124,361
1125,369
1126,355
1127,354
1127,406
1128,355
1129,354
1130,354
1131,407
1132,369
1133,354
1134,382
1135,361
1136,355
1137,389
1138,389
1139,354
1140,408
1141,409
1142,361
1143,389
1143,410
1144,354
1145,389
1146,352
1146,363
1147,389
1148,380
1149,380
1150,389
1151,411
1152,394
1153,412
1154,413
1155,414
1156,355
1157,380
1158,380
1159,415
1160,409
1160,416
1161,380
1162,417
1163,418
1164,355
1165,355
1166,367
1166,419
1167,361
1168,420
1169,420
1170,367
1171,354
1172,354
1173,361
1174,386
1175,352
1176,380
1176,421
1176,422
1177,380
1178,361
1179,423
1180,354
1181,354
1181,424
1181,425
1182,361
1183,380
1184,354
1185,354
1186,426
1187,354
1187,427
1188,354
1188,428
1189,369
1189,352
1190,429
1190,430
1191,407
1192,354
1193,354
1194,361
1195,370
1196,355
1197,380
1198,352
1199,354
1200,361
1201,393
1202,349
1202,431
1203,411
1204,349
1204,432
1205,433
1206,434
1207,435
1208,398
1209,436
1210,354
1211,352
1212,437
1212,438
1212,439
1213,440
1213,441
1214,361
1215,361
1216,442
1216,351
1217,418
1218,436
1219,443
1220,444
1221,352
1222,445
1223,382
1224,352
1225,352
1226,446
1227,369
1228,361
1229,361
1230,380
1231,367
1232,398
1233,380
1233,447
1234,380
1235,448
1236,361
1237,392
1238,380
1239,420
1240,426
1241,354
1241,424
1242,354
1242,449
1243,354
1243,428
1244,355
1245,355
1246,354
1246,450
1247,361
1248,361
1249,370
1250,380
1251,451
1251,452
1252,453
1253,372
1254,454
1254,455
1255,361
1256,456
1256,457
1256,458
1256,459
1257,352
1258,436
1259,445
1259,460
1260,436
1261,361
1262,413
1263,414
1264,380
1265,392
1266,461
1266,462
1267,463
1267,464
1268,465
1269,453
1270,436
1271,380
1272,392
1273,466
1274,361
1275,418
1276,398
1277,369
1278,467
1279,361
1280,392
1281,367
1282,461
1282,468
1283,426
1284,369
1285,367
1285,469
1286,405
1287,367
1287,470
1288,380
1289,471
1289,472
1289,473
1290,386
1291,382
1292,369
1292,474
1293,367
1294,429
1294,475
1294,476
1295,354
1295,375
1295,477
1296,408
1297,355
1298,380
1298,478
1299,361
1300,380
1300,479
1301,354
1301,480
1302,392
1303,481
1304,482
1304,483
1305,405
1306,372
1306,484
1307,434
1307,485
1308,390
1309,443
1310,437
1311,443
1312,486
1313,487
1313,488
1314,489
1314,490
1315,491
1316,433
1317,440
1318,437
1318,492
1319,414
1319,493
1320,487
1320,494
1320,495
1321,380
1322,398
1323,413
1324,496
1324,497
1324,498
1325,481
1325,499
1326,500
1327,501
1328,502
1329,491
1330,361
1331,382
1332,352
1333,461
1333,503
1334,352
1335,487
1335,488
1336,386
1337,352
1338,354
1339,355
1340,367
1341,361
1342,380
1343,408
1344,448
1344,504
1345,505
1346,369
1347,354
1347,443
1348,354
1349,386
1350,361
1351,349
1351,506
1352,507
1353,508
1354,500
1355,434
1355,509
1356,510
1356,511
1357,512
1358,394
1358,395
1359,433
1360,394
1361,513
1362,413
1363,361
1364,448
1364,514
1365,361
1366,515
1367,435
1368,516
1369,386
1370,487
1370,488
1371,399
1371,517
1372,372
1373,401
1374,398
1374,387
1375,518
1375,519
1376,361
1377,352
1378,361
1379,392
1380,436
1381,393
1382,361
1383,355
1384,393
1385,426
1386,398
1387,367
1388,355
1389,426
1390,520
1391,367
1392,352
1393,521
1394,354
1395,369
1396,382
1397,386
1397,522
1398,380
1398,523
1399,355
1400,354
1401,349
1401,524
1402,525
1402,387
1403,526
1404,527
1404,528
1404,529
1404,530
1404,531
1404,532
1404,533
1404,534
1404,535
1404,536
1405,510
1406,537
1406,538
1407,487
1407,539
1408,540
1408,541
1408,542
1409,543
1410,544
1410,545
1411,404
1412,392
1413,546
1414,349
1414,547
1414,548
1415,414
1416,437
1416,549
1417,550
1418,551
1418,552
1419,553
1420,554
1421,555
1422,556
1423,426
1424,354
1424,449
1425,557
1426,361
1427,558
1428,554
1429,369
1429,559
1430,429
1430,475
1431,445
1432,355
1433,420
1434,405
1435,352
1436,426
1437,370
1438,436
1439,471
1439,560
1440,426
1441,420
1442,355
1443,436
1444,355
1445,361
1446,561
1447,392
1448,370
1449,367
1450,382
1451,361
1452,393
1453,507
1454,562
1454,563
1455,564
1456,565
1456,390
1457,426
1458,566
1459,349
1459,567
1460,453
1461,437
1461,568
1461,569
1462,414
1463,435
1464,394
1465,437
1466,409
1467,546
1468,538
1468,570
1469,401
1470,571
1471,572
1472,354
1473,573
1474,574
1475,575
1476,557
1477,445
1478,352
1479,352
1480,404
1481,361
1482,550
1483,471
1484,355
1485,369
1486,426
1487,354
1488,526
1489,576
1490,429
1490,475
1491,369
1492,380
1493,361
1494,426
1495,577
1495,578
1496,429
1497,354
1497,356
1498,408
1499,370
1500,380
1501,392
1502,415
1503,579
1504,394
1504,395
1505,580
1506,465
1507,500
1508,393
1508,581
1509,582
1510,583
1511,580
1512,584
1513,487
1513,585
1514,354
1514,424
1514,425
1515,413
1516,544
1517,355
1518,471
1518,586
1519,500
1520,587
1521,380
1522,520
1523,429
1523,475
1523,476
1524,557
1525,398
1526,352
1527,361
1528,588
1528,589
1528,590
1529,587
1529,591
1530,555
1531,471
1531,472
1531,473
1532,355
1533,354
1534,513
1534,592
1534,593
1535,355
1536,420
1537,433
1537,594
1538,436
1538,595
1539,380
1540,369
1541,354
1541,596
1542,405
1543,355
1544,355
1545,488
1545,597
1545,598
1546,408
1547,380
1548,392
1548,599
1548,600
1549,392
1549,601
1549,602
1549,603
1550,382
1551,349
1551,506
1552,579
1553,527
1554,393
1554,581
1555,394
1555,395
1556,434
1556,604
1557,605
1558,606
1559,607
1560,608
1561,392
1561,609
1561,610
1561,611
1562,516
1563,553
1564,580
1565,612
1565,613
1565,614
1566,463
1567,615
1568,436
1569,487
1569,616
1570,487
1570,539
1570,617
1571,404
1572,399
1573,392
1574,420
1575,398
1575,618
1576,558
1577,382
1578,577
1578,619
1579,444
1580,500
1581,392
1582,461
1582,468
1583,370
1584,426
1585,436
1586,420
1587,390
1587,620
1588,423
1588,621
1589,369
1590,436
1591,354
1591,450
1592,622
1592,598
1593,361
1594,391
1595,369
1595,358
1596,392
1597,380
1598,355
1599,355
1600,429
1601,394
1601,395
1602,623
1603,393
1603,624
1603,625
1604,394
1604,395
1605,394
1606,394
1606,395
1607,405
1607,626
1608,392
1609,551
1609,544
1610,607
1611,627
1612,524
1613,628
1613,352
1614,434
1614,509
1615,392
1616,361
1617,629
1618,630
1619,544
1620,631
1621,615
1621,632
1622,404
1623,386
1624,373
1625,583
1626,415
1627,583
1627,633
1628,414
1629,487
1629,488
1630,481
1631,471
1632,634
1632,635
1633,537
1633,636
1634,405
1634,637
1634,638
1634,639
1635,640
1636,401
1636,379
1637,367
1637,469
1638,390
1638,620
1639,556
1640,398
1641,466
1641,641
1642,554
1643,516
1644,642
1645,420
1646,392
1647,370
1648,369
1649,380
1650,380
1651,392
1651,643
1652,380
1653,411
1654,481
1655,510
1656,392
1657,644
1658,631
1659,645
1659,646
1660,645
1660,646
1661,516
1662,631
1663,647
1664,513
1664,592
1665,380
1666,448
1667,380
1668,380
1669,354
1669,648
1670,393
1671,487
1672,466
1673,627
1674,389
1674,649
1675,448
1676,453
1677,580
1678,380
1679,361
1680,354
1680,650
1681,436
1681,651
1682,587
1683,481
1684,466
1685,521
1686,354
1687,652
1688,420
1689,465
1690,653
1691,514
1691,594
1692,429
1692,654
1692,476
1693,491
1694,555
1695,382
1696,361
1697,408
1698,405
1699,355
1700,370
1701,482
1701,655
1702,349
1702,656
1703,390
1704,463
1705,349
1705,506
1706,434
1706,657
1706,509
1707,551
1707,349
1708,658
1709,659
1710,510
1711,660
1712,647
1713,546
1714,372
1715,349
1716,588
1716,661
1716,662
1716,663
1717,466
1718,664
1719,386
1720,660
1721,352
1722,558
1723,436
1724,665
1724,666
1724,667
1725,500
1726,488
1726,597
1727,652
1728,500
1729,436
1730,453
1731,369
1732,393
1733,354
1734,668
1735,391
1736,398
1737,526
1738,481
1739,354
1739,428
1740,420
1741,354
1741,669
1742,445
1743,420
1744,426
1745,405
1746,380
1747,355
1748,361
1749,361
1750,389
1751,579
1751,670
1752,631
1753,393
1753,581
1754,491
1755,436
1756,543
1756,671
1756,672
1757,414
1758,640
1759,434
1759,673
1760,390
1761,524
1762,401
1763,543
1764,607
1764,674
1765,418
1766,675
1766,356
1767,392
1768,491
1769,631
1770,382
1771,647
1772,436
1773,543
1774,487
1775,676
1776,491
1777,487
1778,502
1778,677
1779,404
1780,393
1781,352
1782,370
1783,436
1784,423
1785,471
1785,678
1786,380
1787,367
1787,469
1788,380
1789,429
1790,354
1791,660
1791,679
1792,354
1792,443
1793,380
1794,392
1795,420
1796,561
1796,680
1797,355
1798,382
1799,355
1800,380
1801,482
1802,565
1803,681
1804,682
1805,583
1806,683
1807,442
1808,562
1809,500
1810,652
1811,434
1811,485
1812,571
1813,675
1813,684
1814,553
1815,607
1816,685
1817,515
1818,583
1819,686
1820,516
1821,687
1822,389
1823,688
1823,565
1824,500
1825,583
1826,689
1826,690
1827,500
1828,409
1829,691
1829,692
1830,354
1830,424
1831,409
1831,693
1832,433
1833,409
1834,694
1834,695
1835,409
1836,354
1836,377
1836,396
1836,374
1837,405
1838,426
1839,526
1840,380
1841,407
1842,369
1843,380
1844,361
1845,369
1846,389
1847,389
1848,433
1848,594
1849,696
1850,355
1851,697
1852,580
1853,393
1854,361
1855,698
1856,426
1857,537
1858,688
1858,565
1859,584
1860,629
1861,392
1862,699
1863,631
1864,414
1865,629
1866,631
1867,471
1868,487
1868,700
1869,466
1870,487
1870,585
1870,701
1871,702
1872,373
1873,561
1873,703
1873,704
1874,487
1874,488
1875,705
1876,440
1877,706
1878,513
1878,592
1878,707
1879,401
1879,379
1880,516
1881,575
1882,418
1883,471
1884,355
1885,471
1885,708
1885,472
1886,392
1887,390
1888,436
1888,709
1889,561
1890,520
1891,491
1892,361
1893,436
1894,433
1895,466
1896,369
1897,433
1897,594
1898,361
1899,361
1900,380
1901,394
1901,395
1902,710
1903,465
1903,711
1904,712
1904,713
1905,481
1905,499
1906,714
1907,715
1907,716
1908,372
1909,671
1909,717
1910,551
1910,544
1911,409
1911,416
1911,693
1912,685
1913,583
1914,442
1915,440
1916,718
1917,571
1918,575
1919,467
1920,719
1921,386
1922,467
1923,518
1923,720
1924,721
1925,513
1925,592
1926,705
1927,722
1927,723
1928,668
1929,623
1930,500
1931,446
1932,546
1933,409
1934,537
1934,524
1935,352
1936,409
1936,724
1937,367
1937,725
1938,481
1938,726
1939,355
1940,526
1941,361
1942,355
1943,505
1944,370
1945,555
1946,370
1947,408
1948,380
1949,392
1949,599
1949,600
1950,505
1951,454
1951,455
1952,647
1953,454
1954,727
1955,686
1956,482
1956,728
1957,562
1957,729
1958,372
1958,484
1959,393
1960,436
1961,629
1962,524
1963,694
1964,631
1965,706
1966,500
1967,554
1968,520
1969,640
1970,471
1970,730
1971,471
1971,473
1972,631
1973,689
1973,731
1973,732
1974,733
1975,390
1976,575
1977,390
1978,418
1979,575
1980,515
1980,734
1981,465
1982,405
1983,554
1984,380
1985,429
1986,354
1986,377
1986,374
1987,735
1988,380
1989,355
1990,390
1991,436
1992,390
1992,620
1993,405
1994,380
1995,429
1996,380
1997,696
1998,735
1999,380
2000,380
2001,736
2002,737
2003,736
2004,736
2005,736
2006,738
2006,739
2007,740
2008,741
2009,742
2010,740
2011,743
2012,744
2013,742
2014,745
2015,745
2016,746
2017,745
2018,745
2019,746
2019,747
2020,745
2021,746
2022,745
2023,746
2024,748
2025,745
2026,745
2027,746
2028,749
2029,746
2029,750
2029,751
2030,746
2031,746
2032,745
2033,752
2034,752
2035,745
2036,745
2037,746
2037,753
2038,746
2038,754
2039,746
2039,754
2040,746
2040,754
2041,749
2041,151
2042,746
2042,753
2043,745
2044,746
2045,746
2045,754
2046,755
2047,746
2047,754
2048,756
2049,745
2050,746
2050,754
2051,736
2051,757
2052,736
2053,758
2054,759
2055,760
2056,759
2057,742
2058,761
2059,762
2060,763
2060,764
2061,765
2062,766
2063,767
2064,749
2065,749
2066,749
2067,749
2068,749
2069,749
2070,749
2071,766
2072,749
2073,749
2074,749
2074,151
2075,767
2076,767
2077,767
2078,768
2079,749
2080,749
2081,749
2082,766
2083,768
2084,749
2085,765
2086,768
2087,769
2088,765
2089,770
2090,770
2091,767
2092,749
2093,749
2094,749
2095,749
2096,769
2097,769
2098,766
2099,749
2100,769
2101,736
2102,736
2103,771
2104,758
2105,758
2106,745
2107,746
2108,742
2109,740
2110,745
2111,767
2112,742
2113,772
2114,773
2115,774
2115,775
2116,776
2117,776
2118,777
2118,778
2119,773
2120,777
2120,779
2120,780
2120,781
2121,773
2122,773
2123,776
2124,776
2125,776
2126,776
2126,782
2127,776
2127,782
2128,783
2129,783
2130,784
2131,784
2132,784
2133,777
2133,785
2134,777
2134,786
2135,783
2136,787
2137,783
2138,784
2139,787
2140,777
2141,783
2142,788
2143,784
2144,777
2145,784
2146,777
2146,789
2146,790
2147,777
2147,791
2148,777
2149,777
2150,777
2151,736
2152,21
2153,792
2153,793
2154,758
2155,773
2156,745
2157,774
2158,767
2159,794
2159,795
2160,796
2161,796
2162,741
2163,741
2164,776
2165,794
2165,795
2166,797
2167,794
2167,795
2168,794
2168,795
2169,776
2170,741
2171,797
2172,797
2173,798
2174,743
2175,743
2176,743
2177,776
2178,794
2179,797
2180,797
2181,797
2182,776
2183,797
2184,776
2185,797
2186,797
2187,797
2188,797
2189,797
2190,797
2191,797
2192,797
2193,797
2194,797
2195,776
2196,797
2197,798
2198,799
2199,798
2200,799
2201,800
2202,21
2203,801
2204,765
2205,802
2206,803
2207,804
2208,805
2209,806
2210,807
2211,742
2212,808
2213,771
2214,741
2215,741
2216,741
2217,771
2218,771
2219,741
2220,809
2221,810
2222,771
2223,811
2224,805
2225,812
2226,771
2227,811
2228,811
2229,812
2230,771
2230,813
2231,811
2232,811
2233,771
2234,810
2235,811
2236,810
2237,810
2238,810
2238,814
2239,815
2240,810
2241,810
2242,810
2243,815
2244,810
2245,811
2246,810
2247,810
2248,811
2249,816
2250,815
2251,809
2252,763
2252,764
2253,738
2254,817
2255,818
2256,819
2257,740
2258,767
2259,743
2259,820
2260,740
2261,745
2262,821
2263,802
2264,802
2265,802
2266,802
2267,802
2268,822
2269,802
2270,823
2271,822
2272,822
2273,822
2274,822
2275,822
2276,822
2277,824
2278,822
2279,822
2280,823
2281,825
2281,826
2282,825
2283,827
2284,825
2285,825
2286,825
2287,825
2288,825
2289,825
2290,825
2291,825
2292,825
2293,825
2294,825
2295,825
2296,825
2297,825
2298,825
2299,827
2300,827
2301,736
2302,758
2303,738
2304,736
2305,828
2306,829
2307,830
2308,758
2309,758
2310,745
2311,831
2312,828
2313,827
2314,822
2315,808
2316,829
2317,829
2318,832
2319,760
2320,833
2321,832
2322,478
2323,834
2324,833
2325,834
2325,835
2326,833
2327,834
2327,836
2328,760
2329,837
2330,834
2331,829
2332,833
2333,833
2334,833
2335,833
2336,833
2337,838
2338,827
2339,833
2340,839
2341,833
2342,840
2343,837
2344,837
2345,841
2346,837
2347,837
2348,837
2349,837
2350,837
2351,736
2352,774
2353,842
2354,758
2355,758
2356,843
2357,740
2358,771
2359,741
2360,758
2361,844
2362,845
2363,846
2363,847
2364,758
2365,758
2366,742
2367,848
2368,849
2369,835
2370,21
2370,850
2370,851
2371,767
2372,800
2373,852
2374,853
2375,854
2376,853
2377,853
2378,853
2379,853
2380,855
2381,855
2382,853
2383,853
2384,853
2385,856
2386,857
2387,858
2388,859
2389,860
2389,861
2390,862
2391,863
2392,864
2393,839
2394,839
2395,863
2395,865
2396,863
2396,866
2397,864
2398,837
2399,867
2400,864
2401,736
2402,868
2403,745
2404,854
2405,745
2406,748
2407,759
2408,748
2409,745
2410,740
2411,744
2412,869
2413,860
2414,758
2415,870
2416,871
2417,834
2418,872
2419,742
2420,808
2421,873
2422,874
2423,808
2424,875
2425,824
2426,862
2427,876
2428,877
2429,878
2430,877
2431,860
2432,879
2433,880
2434,881
2435,882
2436,883
2437,878
2438,878
2439,877
2439,884
2440,877
2440,885
2441,880
2442,880
2443,880
2444,878
2445,886
2446,880
2447,886
2448,886
2448,887
2449,886
2450,886
2451,888
2452,736
2453,889
2454,890
2455,736
2456,736
2457,736
2458,737
2459,843
2460,891
2461,879
2462,736
2463,759
2464,804
2465,742
2466,742
2467,871
2468,742
2469,742
2470,872
2470,892
2471,762
2472,849
2473,893
2474,834
2475,894
2476,895
2477,874
2478,896
2479,897
2480,898
2481,899
2482,895
2483,900
2484,898
2485,901
2486,895
2486,902
2487,903
2488,857
2489,895
2490,903
2491,903
2492,904
2493,903
2494,905
2495,904
2496,900
2497,900
2498,903
2499,903
2500,906
2501,736
2502,736
2503,907
2504,758
2505,908
2506,736
2507,801
2508,763
2509,909
2510,853
2511,749
2512,773
2513,742
2514,767
2515,910
2516,742
2517,803
2518,765
2519,911
2520,759
